nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxraccharge,puismaxcharge,puismaxrac,puismaxinstalleedischarge,nbgroupes,regime,energiestockable,gestionnaire
FORTES02-STOCKAGE N0 02 DE FORTELET,17W0000013391684,591831401,Dunkerque,CU de Dunkerque,Nord,Hauts-de-France,,02/11/2021,08/11/2021,FORTE,90 kV,INDIRECT,,,BATTERIE,BATTE,25000.0,,25000.0,,,1.0,En service,40000.0,RTE
Confidentiel,17W000001457672L,592250102,Feignies,CA Maubeuge Val de Sambre,Nord,Hauts-de-France,27/12/2022,27/12/2022,27/12/2022,FEIGN,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001359744J,596280000,Volckerinckhove,CC des Hauts de Flandre,Nord,Hauts-de-France,22/11/2021,22/11/2021,01/04/2022,HOLQU,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001327409O,596620000,Winnezeele,CC de Flandre Intérieure,Nord,Hauts-de-France,06/10/2021,06/10/2021,01/04/2022,RIETV,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,892.0,Enedis
Confidentiel,17W000000987486A,603950601,Méru,CC des Sablons,Oise,Hauts-de-France,09/10/2020,09/10/2020,03/02/2021,SANDR,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000001402424L,606450000,Trie-la-Ville,CC du Vexin-Thelle,Oise,Hauts-de-France,29/06/2022,29/06/2022,29/06/2022,T.CH5,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001360206C,611450000,Domfront en Poiraie,CC Domfront Tinchebray Interco,Orne,Normandie,11/01/2022,11/01/2022,11/01/2022,DOMFR,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001328889G,615080000,Vimoutiers,CC des Vallées d'Auge et du Merlerault,Orne,Normandie,21/10/2021,21/10/2021,01/04/2022,VIMOU,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001383894C,627440000,Sainte-Catherine,CU d'Arras,Pas-de-Calais,Hauts-de-France,29/04/2022,29/04/2022,29/04/2022,ARRAS,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001321859N,640780000,Auriac,CC des Luys en Béarn,Pyrénées-Atlantiques,Nouvelle-Aquitaine,21/09/2021,21/09/2021,07/11/2022,AURIA,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1250.0,Enedis
Confidentiel,17W000001004402C,644310000,Os-Marsillon,CC de Lacq-Orthez,Pyrénées-Atlantiques,Nouvelle-Aquitaine,31/12/2020,31/12/2020,21/01/2022,MARSI,HTA,Direct,,,BATTERIE,V.INE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1.0,Enedis
Confidentiel,17W0000013921918,692480000,Thizy-les-Bourgs,CA de l'Ouest Rhodanien,Rhône,Auvergne-Rhône-Alpes,20/05/2022,20/05/2022,30/08/2022,B.THI,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001410327N,692890000,Saint-Pierre-de-Chandieu,CC de l'Est Lyonnais (CCEL),Rhône,Auvergne-Rhône-Alpes,24/08/2022,24/08/2022,29/12/2022,MIONS,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
SDC YDEAL CONFLUENCE,17W0000014362599,693820501,Lyon 2e Arrondissement,,Rhône,Auvergne-Rhône-Alpes,06/10/2022,06/10/2022,03/11/2022,PERRA,BT,Direct,,,BATTERIE,BATTE,50.0,50.0,50.0,50.0,50.0,1.0,En service,200.0,Enedis
Confidentiel,17W0000014576025,721240101,Écommoy,CC Orée de Bercé - Belinois,Sarthe,Pays de la Loire,19/12/2022,19/12/2022,19/12/2022,ECOMM,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W0000014345953,721320105,La Ferté-Bernard,CC du Pays de l'Huisne Sarthoise,Sarthe,Pays de la Loire,26/09/2022,26/09/2022,26/09/2022,F.BER,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001446943R,721430000,Le Grand-Lucé,CC Loir-Lucé-Bercé,Sarthe,Pays de la Loire,22/11/2022,22/11/2022,22/11/2022,G.LUC,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001446049E,721730000,Luceau,CC Loir-Lucé-Bercé,Sarthe,Pays de la Loire,21/11/2022,21/11/2022,21/11/2022,C.LO5,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001402350O,721760101,Le Lude,CC Sud Sarthe,Sarthe,Pays de la Loire,18/07/2022,18/07/2022,19/09/2022,,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001383876E,721813201,Le Mans,CU Le Mans Métropole,Sarthe,Pays de la Loire,27/04/2022,27/04/2022,16/09/2022,C.FON,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001445988A,722640102,Sablé-sur-Sarthe,CC du Pays Sabolien,Sarthe,Pays de la Loire,27/10/2022,27/10/2022,27/10/2022,SABLE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001457823Q,722690000,Saint-Calais,CC des Vallées de la Braye et de l'Anille,Sarthe,Pays de la Loire,29/11/2022,29/11/2022,29/11/2022,SSCAL,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,724556.0,Enedis
Confidentiel,17W000001434601Y,723080000,Saint-Paterne - Le Chevain,CU d'Alençon,Sarthe,Pays de la Loire,29/09/2022,29/09/2022,29/09/2022,CHEV6,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001410295A,723730000,Vibraye,CC des Vallées de la Braye et de l'Anille,Sarthe,Pays de la Loire,25/08/2022,25/08/2022,19/09/2022,VIBRA,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
STOCKAGE DE LA CURIAZ,17W0000013530184,,Saint-Michel-de-Maurienne,CC Maurienne Galibier,Savoie,Auvergne-Rhône-Alpes,13/07/1905,02/11/2021,29/07/2022,,HTA,Direct,,,BATTERIE,,5000.0,,,5000.0,,1.0,En service,10000.0,Syndicat d'électricité synergie Maurienne
Confidentiel,17W000001375306E,740900000,Cornier,CC du Pays Rochois,Haute-Savoie,Auvergne-Rhône-Alpes,22/04/2022,22/04/2022,30/08/2022,CORNI,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001446237D,761000000,Blainville-Crevon,CC Inter-Caux-Vexin,Seine-Maritime,Normandie,24/11/2022,24/11/2022,24/11/2022,CAZE5,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001457313C,763340000,Gueures,CC Terroir de Caux,Seine-Maritime,Normandie,22/12/2022,22/12/2022,22/12/2022,BUQUE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001383854O,764640000,La Neuville-Chant-d'Oisel,Métropole Rouen Normandie,Seine-Maritime,Normandie,25/05/2022,25/05/2022,11/07/2022,BOOS,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
NWJ MET-QUIEVRECOURT,17W000001436191H,765160000,Quièvrecourt,CC Communauté Bray-Eawy,Seine-Maritime,Normandie,05/10/2022,05/10/2022,05/10/2022,NEUF5,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W0000013289162,772570000,Lizy-sur-Ourcq,CC du Pays de l'Ourcq,Seine-et-Marne,Île-de-France,18/08/2021,18/08/2021,01/05/2022,LIZY,HTA,Direct,,,BATTERIE,V.INE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000001329045Q,,Les Ormes-sur-Voulzie,CC Bassée-Montois,Seine-et-Marne,Île-de-France,05/10/2021,05/10/2021,20/05/2022,ORME5,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1250.0,Enedis
Confidentiel,17W000000997709A,786240101,Triel-sur-Seine,CU Grand Paris Seine et Oise,Yvelines,Île-de-France,16/10/2020,16/10/2020,19/11/2021,NOURO,HTA,Direct,,,BATTERIE,V.INE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,892.0,Enedis
privé,17W000001418551F,790800000,Châtillon-sur-Thouet,CC de Parthenay-Gâtine,Deux-Sèvres,Nouvelle-Aquitaine,29/06/2022,29/06/2022,29/06/2022,,HTA,Direct,,,BATTERIE,BATTE,1250.0,,,1250.0,,,En service,,GÉRÉDIS
NWJ MET-GAUVILLE,17W0000014465355,803750000,Gauville,CC Somme Sud-Ouest,Somme,Hauts-de-France,10/11/2022,10/11/2022,10/11/2022,BLOCA,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001402372E,806880000,Rue,CC Ponthieu-Marquenterre,Somme,Hauts-de-France,12/07/2022,12/07/2022,12/07/2022,RUE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001410358C,807240000,Saleux,CA Amiens Métropole,Somme,Hauts-de-France,04/08/2022,04/08/2022,04/08/2022,AMARG,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W0000013703305,820130000,Beaumont-de-Lomagne,CC de la Lomagne Tarn-et-Garonnaise,Tarn-et-Garonne,Occitanie,28/03/2022,28/03/2022,28/03/2022,B.LOM,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001402257E,820940000,Lauzerte,CC du Pays de Serres en Quercy,Tarn-et-Garonne,Occitanie,08/07/2022,08/07/2022,08/07/2022,LAUZE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,,En service,784.0,Enedis
Confidentiel,17W0000013520626,850390000,La Bruffière,CA Terres de Montaigu,Vendée,Pays de la Loire,21/12/2021,21/12/2021,16/09/2022,BRUFF,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001370613U,850510000,Chantonnay,CC Pays de Chantonnay,Vendée,Pays de la Loire,20/12/2021,20/12/2021,16/09/2022,PUYBE,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001360300K,851690000,Palluau,CC de Vie et Boulogne,Vendée,Pays de la Loire,18/01/2022,18/01/2022,22/07/2022,PALLU,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001712833E,,Palluau,CC de Vie et Boulogne,Vendée,Pays de la Loire,25/11/2022,25/11/2022,25/11/2022,PALLU,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001457277R,851690000,Palluau,CC de Vie et Boulogne,Vendée,Pays de la Loire,15/12/2022,15/12/2022,15/12/2022,PALLU,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001345046W,851910602,La Roche-sur-Yon,CA La Roche-sur-Yon Agglomération,Vendée,Pays de la Loire,26/11/2021,26/11/2021,15/06/2022,SIRMI,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001402419E,860880000,Croutelle,CU du Grand Poitiers,Vienne,Nouvelle-Aquitaine,15/06/2022,15/06/2022,15/06/2022,P.MIT,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,724556.0,Enedis
CEN86111P071014,17W0000013048242,861110000,Ingrandes,CA Grand Châtellerault,Vienne,Nouvelle-Aquitaine,20/07/2021,20/07/2021,12/09/2022,,HTA,Direct,,,,,1250.0,,,1250.0,,,En service,,SRD
JAZENS01-STOCKAGE N0 01 DE JAZENEUIL,17W000001353650L,861160000,Jazeneuil,CU du Grand Poitiers,Vienne,Nouvelle-Aquitaine,,02/11/2021,03/12/2021,JAZEN,90 kV,DIRECT,,,BATTERIE,BATTE,2000.0,,2000.0,,,1.0,En service,2000.0,RTE
Confidentiel,17W000001345069K,861930000,Pleumartin,CA Grand Châtellerault,Vienne,Nouvelle-Aquitaine,20/10/2021,20/10/2021,16/09/2022,PLEUM,HTA,Direct,,,BATTERIE,V.INE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
CEN86245P072360,17W000000982248E,862450000,Senillé-Saint-Sauveur,CA Grand Châtellerault,Vienne,Nouvelle-Aquitaine,08/09/2020,08/09/2020,12/09/2022,,HTA,Direct,,,,,2500.0,,,2500.0,,,En service,,SRD
Confidentiel,17W000000998281H,862970000,Vouneuil-sous-Biard,CU du Grand Poitiers,Vienne,Nouvelle-Aquitaine,03/12/2020,03/12/2020,12/09/2022,,HTA,Direct,,,,,1250.0,,,1250.0,,,En service,,SRD
Confidentiel,17W000001352026A,880290000,La Vôge-les-Bains,CA d'Épinal,Vosges,Grand Est,02/12/2021,02/12/2021,18/10/2022,B.BAI,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001344744D,880650000,Bonvillet,CC des Vosges côté Sud Ouest,Vosges,Grand Est,01/10/2020,01/10/2020,04/03/2022,DARNE,HTA,Direct,,,BATTERIE,BATTE,,1250.0,1250.0,,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001402390C,880650000,Bonvillet,CC des Vosges côté Sud Ouest,Vosges,Grand Est,23/06/2022,23/06/2022,18/10/2022,DARNE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001410343P,881580000,Éloyes,CC de la Porte des Vosges Méridionales,Vosges,Grand Est,23/08/2022,23/08/2022,30/11/2022,SSNAB,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W0000013601529,881580000,Éloyes,CC de la Porte des Vosges Méridionales,Vosges,Grand Est,28/01/2022,28/01/2022,18/10/2022,SSNAB,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001344990Z,882530000,Jeuxey,CA d'Épinal,Vosges,Grand Est,20/09/2021,20/09/2021,18/10/2022,JEUXE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,892.0,Enedis
Confidentiel,17W000001370318W,883040103,Mirecourt,CC de Mirecourt Dompaire,Vosges,Grand Est,23/11/2021,23/11/2021,18/10/2022,MIREC,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
NWJ MET_MIRECOURT II,17W000001410342R,883040103,Mirecourt,CC de Mirecourt Dompaire,Vosges,Grand Est,10/08/2022,10/08/2022,18/10/2022,MIREC,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001345173P,883670000,Rambervillers,CC de la Région de Rambervillers,Vosges,Grand Est,18/11/2021,18/11/2021,18/10/2022,RAMBE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1250.0,Enedis
Confidentiel,17W000001446505E,883670000,Rambervillers,CC de la Région de Rambervillers,Vosges,Grand Est,02/11/2022,02/11/2022,02/11/2022,RAMBE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001329038N,885160101,Vittel,CC Terre d'Eau,Vosges,Grand Est,12/10/2021,12/10/2021,18/10/2022,VITTE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001410348F,885160101,Vittel,CC Terre d'Eau,Vosges,Grand Est,10/08/2022,10/08/2022,01/11/2022,VITTE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001322031Z,891390000,Diges,CC de Puisaye-Forterre,Yonne,Bourgogne-Franche-Comté,10/09/2021,10/09/2021,19/04/2022,SAUIL,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
J.VILS01-STOCKAGE N0 01 DE JOUX-LA-VILLE,17W0000013536488,892080000,Joux-la-Ville,CC du Serein,Yonne,Bourgogne-Franche-Comté,,18/11/2021,22/11/2021,J.VIL,225 kV,DIRECT,,,BATTERIE,BATTE,12520.0,,12520.0,,,1.0,En service,12000.0,RTE
Confidentiel,17W000001321881U,892380000,Mailly-le-Château,CC Chablis Villages et Terroirs,Yonne,Bourgogne-Franche-Comté,14/09/2021,14/09/2021,19/04/2022,MAILL,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001352009A,893440000,Saint-Fargeau,CC de Puisaye-Forterre,Yonne,Bourgogne-Franche-Comté,24/11/2021,24/11/2021,27/05/2022,RUBLO,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001457596B,,Dourdan,CC Le Dourdannais en Hurepoix (CCDH),Essonne,Île-de-France,19/12/2022,19/12/2022,19/12/2022,BIRON,HTA,Direct,,,BATTERIE,BATTE,,1250.0,1250.0,,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W0000013523242,971030101,Baie-Mahault,CA Cap Excellence,Guadeloupe,Guadeloupe,20/10/2021,20/10/2021,28/09/2022,,HTA,Direct,,,,,5000.0,,,,,,En service,,EDF-SEI
Confidentiel,17W000001373959G,972070701,Ducos,CA de l'Espace Sud de la Martinique,Martinique,Martinique,25/10/2021,25/10/2021,12/09/2022,,HTA,Direct,,,,,12000.0,,,,,,En service,,EDF-SEI
Confidentiel,17W0000014008279,974100101,Saint-Benoît,CA Intercommunale de la Réunion Est (CIREST),La Réunion,La Réunion,18/03/2022,18/03/2022,12/09/2022,,HTA,Direct,,,,,5600.0,,,,,,En service,,EDF-SEI
Confidentiel,17W000001332025O,974130101,Saint-Leu,CA Territoire de la Côte Ouest (TCO),La Réunion,La Réunion,28/12/2018,28/12/2018,12/09/2022,,HTA,Direct,,,,,5000.0,,,,,,En service,,EDF-SEI
